Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,AB/G,Age+,FG/G+,Approach+,Speed+,LD%+,HR/FB+,wRC+,5 Tool+,Hitter+,Est FB,AB,H,HR,R,RBI,SB,CS,BA,OBP,SLP,OPS,BABIP,BB%,K%,LD%,GB%,FB%,IFFB%,HR/FB%
Jason Schiavone,Available,HOU,South Atlantic League,A+,No,23.0,,35.0,14.6,3.7,95.5,195.6,101.4,88.6,100.5,284.3,182.0,109.6,120.7,29.6,128.0,37.0,17.0,37.0,42.0,9.0,2.0,0.289,0.452,0.766,1.218,0.333,0.232,0.31,0.234,0.273,0.494,0.184,0.447
Andrew Fischer,Lászlaró Tóth (MINORS),MIL,Midwest League,A+,No,22.0,,54.0,11.0,3.5,100.2,149.4,73.7,85.5,112.2,246.9,173.0,109.6,118.0,47.3,191.0,57.0,20.0,51.0,50.0,4.0,5.0,0.298,0.443,0.675,1.118,0.402,0.183,0.333,0.252,0.234,0.514,0.193,0.351
Easton Shelton,Available,LAD,California League,A,Yes,20.0,,109.0,10.7,3.7,105.0,138.7,67.8,70.5,104.3,269.6,151.0,109.6,116.7,91.6,407.0,121.0,37.0,88.0,112.0,4.0,2.0,0.297,0.403,0.644,1.047,0.398,0.146,0.335,0.236,0.331,0.434,0.19,0.352
Bryan Torres,Available,STL,International League,AAA,Yes,28.0,,36.0,9.2,3.6,93.5,138.2,225.1,125.1,107.5,70.4,149.0,109.6,117.1,19.8,128.0,43.0,2.0,24.0,16.0,10.0,2.0,0.336,0.454,0.477,0.931,0.39,0.175,0.151,0.255,0.557,0.189,0.05,0.1
Jacob Hurtubise,Available,MIL,Southern League,AA,No,28.0,,26.0,9.2,3.2,84.5,133.1,178.6,154.9,148.1,0.0,141.0,109.6,119.1,17.8,82.0,26.0,0.0,18.0,19.0,6.0,1.0,0.317,0.43,0.463,0.893,0.388,0.13,0.16,0.344,0.391,0.266,0.176,0.0
Daniel Bucciero,Available,ATH,California League,A,No,21.0,,75.0,8.5,3.9,100.0,110.1,94.1,119.1,125.1,125.6,124.0,109.6,113.3,59.3,291.0,90.0,10.0,62.0,36.0,11.0,0.0,0.309,0.409,0.481,0.89,0.402,0.124,0.248,0.283,0.42,0.298,0.082,0.164
Tyson Moran,Available,KC,Arizona Complex League,CPX,No,20.0,,50.0,10.4,3.4,98.0,149.0,188.9,80.3,122.7,91.5,123.0,109.6,120.2,50.8,171.0,55.0,7.0,35.0,54.0,1.0,0.0,0.322,0.406,0.538,0.944,0.333,0.125,0.13,0.247,0.4,0.353,0.302,0.132
Diego Velasquez,Available,SF,Pacific Coast League,AAA,Yes,22.0,,26.0,5.4,3.5,121.8,70.3,110.7,106.5,115.8,0.0,123.0,109.6,100.0,13.0,90.0,27.0,0.0,15.0,3.0,1.0,0.0,0.3,0.4,0.422,0.822,0.391,0.131,0.196,0.29,0.522,0.188,0.231,0.0
Angel Abreu,Available,CLE,Arizona Complex League,CPX,No,17.0,,50.0,10.2,3.6,115.3,147.2,94.1,147.4,117.7,0.0,122.0,109.6,98.7,22.3,179.0,60.0,0.0,40.0,25.0,34.0,9.0,0.335,0.429,0.413,0.843,0.438,0.108,0.208,0.237,0.6,0.163,0.273,0.0
Blake Cyr,Available,NYY,Florida State League,A,Yes,22.0,,11.0,8.2,3.3,95.2,118.2,72.7,123.4,147.6,100.2,121.0,109.6,116.2,7.0,36.0,10.0,1.0,8.0,5.0,4.0,0.0,0.278,0.4,0.417,0.817,0.391,0.133,0.289,0.348,0.348,0.304,0.286,0.143
Deyvison De Los Santos,Available,MIA,International League,AAA,Yes,23.0,,102.0,8.3,3.7,113.8,124.7,86.4,100.5,96.1,168.3,120.0,109.6,106.4,83.4,379.0,105.0,21.0,51.0,70.0,18.0,4.0,0.277,0.342,0.496,0.838,0.301,0.081,0.195,0.228,0.473,0.299,0.216,0.239
Wyatt Langford,Third Degree Burnes (ACTIVE),TEX,Pacific Coast League,AAA,Yes,24.0,,2.0,3.0,2.5,111.6,39.3,105.6,50.3,132.9,100.0,15.0,109.6,114.9,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.0,0.286,0.286,0.333,0.333,0.333,1.0,0.0
Edward Guribe,Available,STL,Florida Complex League,CPX,Yes,19.0,,1.0,8.0,3.0,101.9,115.5,100.0,42.2,306.4,100.0,276.0,109.5,122.6,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.667,0.75,0.667,1.417,0.667,0.0,0.0,0.667,0.333,0.0,0.0,0.0
Joskairo Ramirez,Available,BOS,Dominican Summer League,R,Yes,17.0,,45.0,9.6,3.3,103.7,127.8,114.4,108.8,118.4,113.1,141.0,109.5,112.1,56.4,150.0,48.0,5.0,34.0,30.0,9.0,8.0,0.32,0.443,0.553,0.997,0.358,0.141,0.141,0.217,0.313,0.47,0.204,0.093
Jose Peralta,Not in Fantrax,NYY,Dominican Summer League,R,Yes,18.0,,26.0,7.1,2.0,97.9,94.6,78.3,72.0,105.8,374.5,127.0,109.5,121.2,11.7,53.0,10.0,4.0,16.0,15.0,3.0,1.0,0.189,0.456,0.453,0.909,0.214,0.304,0.266,0.194,0.387,0.419,0.154,0.308
Michael Arroyo,Third Degree Burnes (MINORS),SEA,Texas League,AA,No,21.0,,65.0,8.9,4.0,113.6,122.1,113.6,114.4,106.3,77.5,124.0,109.5,104.4,78.9,261.0,75.0,10.0,46.0,40.0,13.0,2.0,0.287,0.364,0.456,0.82,0.317,0.081,0.165,0.258,0.357,0.385,0.146,0.122
Angel Nuñez,Available,CIN,Dominican Summer League,R,Yes,17.0,,50.0,11.9,3.4,103.7,158.7,136.2,130.3,100.9,119.2,123.0,109.5,109.1,53.3,171.0,50.0,5.0,47.0,39.0,24.0,4.0,0.292,0.431,0.474,0.904,0.331,0.187,0.146,0.185,0.423,0.392,0.216,0.098
Orlando Patino,Available,CHW,Dominican Summer League,R,Yes,18.0,,48.0,7.6,3.0,97.9,102.2,96.3,114.9,144.0,74.2,122.0,109.5,115.2,34.5,143.0,45.0,2.0,32.0,20.0,10.0,2.0,0.315,0.438,0.462,0.899,0.387,0.157,0.174,0.264,0.425,0.311,0.182,0.061
Graham Brown,Available,MIN,Florida State League,A,No,24.0,,15.0,8.2,3.1,87.2,117.8,108.0,107.1,137.0,175.1,118.0,109.5,123.7,4.4,46.0,14.0,1.0,11.0,9.0,5.0,2.0,0.304,0.404,0.391,0.795,0.382,0.136,0.22,0.323,0.548,0.129,0.25,0.25
Manuel Campos,Available,ATL,Florida Complex League,CPX,No,18.0,,49.0,9.2,3.4,107.6,132.5,101.3,141.1,122.6,37.1,117.0,109.5,104.8,43.0,168.0,52.0,2.0,29.0,18.0,30.0,5.0,0.31,0.408,0.429,0.837,0.388,0.138,0.189,0.267,0.4,0.333,0.275,0.05
Elian Peña,Bobby and the NitWitts (MINORS),NYM,Florida State League,A,No,18.0,,96.0,8.4,3.8,116.3,120.6,114.4,118.0,106.0,53.2,111.0,109.5,102.1,105.5,365.0,99.0,8.0,72.0,44.0,28.0,9.0,0.271,0.388,0.397,0.785,0.343,0.139,0.214,0.25,0.352,0.398,0.305,0.076
Jack Moss,Available,HOU,Midwest League,A+,Yes,24.0,,12.0,4.0,2.5,91.9,54.2,173.7,20.0,140.7,175.8,111.0,109.5,132.7,4.2,30.0,6.0,1.0,5.0,1.0,0.0,0.0,0.2,0.415,0.333,0.748,0.25,0.268,0.22,0.316,0.474,0.211,0.0,0.25
Leo Balcazar,Available,CIN,International League,AAA,Yes,22.0,,28.0,5.4,3.6,119.0,80.3,161.4,77.9,107.9,28.2,81.0,109.5,105.8,25.0,101.0,23.0,1.0,10.0,11.0,1.0,1.0,0.228,0.322,0.356,0.678,0.268,0.122,0.157,0.256,0.439,0.305,0.32,0.04
Franklin Primera,Lászlaró Tóth (MINORS),BOS,Florida Complex League,CPX,No,19.0,,32.0,12.3,3.2,101.9,177.8,257.9,71.4,81.8,138.2,202.0,109.4,118.4,39.7,103.0,44.0,8.0,30.0,29.0,4.0,1.0,0.427,0.549,0.718,1.267,0.434,0.164,0.097,0.178,0.344,0.478,0.256,0.186
Carlos Vielma,Available,COL,Dominican Summer League,R,Yes,16.0,,44.0,8.8,2.9,110.2,117.3,184.0,78.2,114.6,37.7,153.0,109.4,111.7,32.9,128.0,46.0,1.0,36.0,27.0,1.0,1.0,0.359,0.511,0.484,0.996,0.417,0.223,0.126,0.21,0.486,0.305,0.094,0.031
Bo Davidson,Je suis Charlie Morton (MINORS),SF,Pacific Coast League,AAA,Yes,23.0,,45.0,9.7,4.0,116.5,127.5,105.3,79.4,97.8,148.1,126.0,109.4,107.2,40.6,180.0,52.0,9.0,30.0,37.0,5.0,1.0,0.289,0.372,0.506,0.878,0.319,0.111,0.184,0.245,0.455,0.301,0.07,0.209
Johanse Gomez,Available,BAL,Dominican Summer League,R,Yes,18.0,,52.0,9.9,3.3,97.9,132.2,79.1,130.3,145.6,65.7,125.0,109.4,112.9,39.9,172.0,52.0,2.0,39.0,36.0,20.0,5.0,0.302,0.437,0.442,0.878,0.4,0.169,0.211,0.267,0.414,0.319,0.189,0.054
Jonathan Rangel,Available,MIL,Arizona Complex League,CPX,Yes,19.0,,39.0,9.1,3.0,103.2,130.7,85.5,134.3,115.2,124.1,120.0,109.4,108.7,26.8,116.0,29.0,5.0,33.0,31.0,6.0,1.0,0.25,0.419,0.474,0.893,0.364,0.205,0.308,0.232,0.362,0.406,0.071,0.179
Jhonny Level,Hand Foot Mouth Disease Guys (MINORS),SF,Northwest League,A+,Yes,19.0,,69.0,9.1,4.3,118.1,127.2,98.5,117.1,101.0,77.8,119.0,109.4,100.8,67.6,298.0,90.0,8.0,53.0,40.0,15.0,7.0,0.302,0.363,0.473,0.836,0.352,0.079,0.181,0.231,0.479,0.29,0.217,0.116
Braylon Whitaker,Available,BAL,Carolina League,A,No,20.0,,84.0,7.1,3.4,101.4,102.2,185.8,101.4,124.8,28.5,111.0,109.4,114.6,58.9,282.0,76.0,2.0,52.0,26.0,25.0,11.0,0.27,0.391,0.337,0.728,0.319,0.154,0.148,0.294,0.452,0.254,0.31,0.034
Trevor Cohen,Available,SF,Eastern League,AA,Yes,22.0,,44.0,9.9,4.4,106.9,158.7,187.3,153.8,83.4,60.2,100.0,109.4,103.4,40.7,192.0,58.0,3.0,33.0,25.0,20.0,4.0,0.302,0.345,0.396,0.74,0.322,0.063,0.092,0.192,0.57,0.238,0.146,0.073
Jansel Luis,Je suis Charlie Morton (MINORS),ARI,Texas League,AA,Yes,21.0,,109.0,8.5,4.1,113.6,116.3,42.4,149.5,104.2,118.1,76.0,109.4,99.3,82.9,448.0,121.0,16.0,75.0,71.0,26.0,4.0,0.27,0.315,0.444,0.76,0.335,0.049,0.251,0.253,0.481,0.265,0.14,0.186
Dakota Harris,Available,STL,International League,AAA,Yes,24.0,,9.0,4.0,2.9,109.1,59.8,88.2,92.3,153.5,0.0,67.0,109.4,110.5,5.0,26.0,7.0,0.0,2.0,1.0,1.0,0.0,0.269,0.31,0.385,0.695,0.318,0.067,0.167,0.364,0.409,0.227,0.4,0.0
Payton Eeles,Available,BAL,South Atlantic League,A+,No,26.0,,7.0,7.0,3.3,84.5,94.0,464.2,125.8,122.8,0.0,66.0,109.4,122.9,4.0,23.0,4.0,0.0,6.0,2.0,2.0,0.0,0.174,0.321,0.261,0.582,0.19,0.143,0.071,0.286,0.524,0.19,0.25,0.0
Harry Genth,Available,MIN,International League,AAA,Yes,23.0,,8.0,3.1,1.5,113.8,46.7,25.6,153.8,140.4,0.0,28.0,109.4,98.6,1.0,12.0,1.0,0.0,3.0,3.0,1.0,0.0,0.083,0.267,0.167,0.433,0.167,0.067,0.4,0.333,0.5,0.167,0.0,0.0
Luis Ramon King,Available,KC,Dominican Summer League,R,Yes,18.0,,40.0,12.0,3.0,97.9,160.5,81.9,121.1,97.6,249.2,138.0,109.3,114.1,37.1,121.0,35.0,8.0,33.0,36.0,22.0,6.0,0.289,0.439,0.554,0.993,0.338,0.197,0.223,0.179,0.357,0.464,0.103,0.205
Francisco Loreto,Available,PIT,Florida Complex League,CPX,No,19.0,,32.0,7.0,2.8,101.9,101.1,37.9,136.3,130.0,133.0,136.0,109.3,109.1,25.9,89.0,26.0,5.0,21.0,16.0,4.0,0.0,0.292,0.402,0.551,0.952,0.429,0.112,0.336,0.283,0.189,0.528,0.286,0.179
Angel Brachi,Available,MIA,Florida Complex League,CPX,No,19.0,,22.0,6.0,2.3,101.9,86.0,134.0,100.6,148.8,0.0,129.0,109.3,114.2,6.9,50.0,16.0,0.0,14.0,6.0,5.0,1.0,0.32,0.46,0.36,0.82,0.41,0.175,0.175,0.324,0.5,0.176,0.333,0.0
Brandon Butterworth,Available,BAL,Eastern League,AA,No,23.0,,52.0,8.3,3.7,102.3,133.6,117.6,132.4,103.0,137.8,123.0,109.3,109.5,56.6,193.0,52.0,10.0,31.0,23.0,12.0,1.0,0.269,0.377,0.497,0.875,0.321,0.13,0.229,0.237,0.331,0.432,0.233,0.167
Junior Suriel,Available,LAA,Dominican Summer League,R,Yes,17.0,,47.0,10.1,3.0,103.7,135.0,138.5,136.4,120.0,34.0,111.0,109.3,107.9,38.6,139.0,41.0,1.0,38.0,23.0,31.0,8.0,0.295,0.423,0.396,0.819,0.342,0.169,0.136,0.22,0.45,0.33,0.278,0.028
Jared Sprague-Lott,Available,ATH,Texas League,AA,Yes,24.0,,16.0,8.6,3.9,99.4,117.6,102.6,151.3,119.1,90.8,111.0,109.3,108.8,7.2,63.0,18.0,1.0,10.0,10.0,4.0,0.0,0.286,0.375,0.429,0.804,0.37,0.111,0.222,0.289,0.556,0.156,0.0,0.143
Cesar Lugo,Available,CHC,Arizona Complex League,CPX,Yes,19.0,,49.0,7.6,3.4,103.2,108.8,66.6,119.6,123.2,138.7,104.0,109.3,110.7,28.6,166.0,42.0,6.0,32.0,28.0,8.0,4.0,0.253,0.369,0.47,0.839,0.36,0.141,0.308,0.248,0.467,0.286,0.133,0.2
Jose Ramos,Available,OAK,Arizona Complex League,CPX,No,19.0,,44.0,9.7,3.6,103.2,139.3,41.4,137.6,105.8,205.3,100.0,109.3,108.0,25.8,158.0,45.0,8.0,29.0,37.0,15.0,4.0,0.285,0.356,0.519,0.875,0.411,0.095,0.341,0.213,0.5,0.287,0.111,0.296
José Mejía,Available,ARI,Northwest League,A+,Yes,20.0,,81.0,7.0,3.6,112.2,97.8,148.6,121.1,104.1,39.6,79.0,109.3,104.1,67.6,292.0,68.0,4.0,51.0,39.0,14.0,4.0,0.233,0.334,0.332,0.666,0.278,0.126,0.181,0.238,0.468,0.294,0.191,0.059
Jackson Holliday,Lászlaró Tóth (ACTIVE),BAL,Eastern League,AA,No,22.0,,3.0,2.3,2.0,106.9,37.4,129.6,21.4,144.7,100.0,65.0,109.3,121.8,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.3,0.333,0.333,0.333,0.0,0.0
Spencer Horwitz,Available,PIT,Florida State League,A,Yes,28.0,,3.0,10.8,2.0,74.8,155.7,204.4,123.4,106.0,233.3,249.0,109.2,129.7,2.2,6.0,2.0,1.0,4.0,1.0,1.0,0.0,0.333,0.6,0.833,1.433,0.333,0.3,0.2,0.25,0.0,0.75,0.0,0.333
Cobb Hightower,Available,BAL,Florida Complex League,CPX,No,21.0,,4.0,16.1,3.8,92.2,232.8,180.2,32.4,98.3,297.1,191.0,109.2,130.3,4.3,15.0,6.0,2.0,4.0,7.0,0.0,0.0,0.4,0.438,0.867,1.304,0.333,0.063,0.063,0.214,0.429,0.357,0.0,0.4
Samil Dishmey,Available,LAA,Arizona Complex League,CPX,No,20.0,,22.0,7.5,3.0,98.0,108.2,87.1,108.1,145.1,86.7,145.0,109.2,115.7,16.0,67.0,24.0,2.0,15.0,11.0,1.0,0.0,0.358,0.443,0.567,1.01,0.458,0.113,0.225,0.292,0.375,0.333,0.188,0.125
Oswaldo Bracho,Available,CLE,Dominican Summer League,R,Yes,17.0,,34.0,9.5,2.9,103.7,127.4,391.1,105.7,82.4,32.8,143.0,109.2,112.0,37.4,97.0,30.0,1.0,23.0,24.0,8.0,5.0,0.309,0.492,0.433,0.925,0.333,0.242,0.068,0.151,0.419,0.43,0.351,0.027
Jancel Villarroel,Available,SF,Northwest League,A+,No,21.0,,46.0,7.6,3.8,106.8,107.1,71.5,103.0,118.1,146.9,127.0,109.2,110.2,31.4,177.0,54.0,7.0,30.0,27.0,1.0,0.0,0.305,0.376,0.48,0.856,0.351,0.056,0.182,0.27,0.496,0.234,0.156,0.219
Jose Astudillo,Available,SF,California League,A,No,22.0,,47.0,10.1,3.8,95.5,130.2,240.8,117.4,93.3,91.9,122.0,109.2,116.0,49.8,179.0,60.0,6.0,38.0,33.0,11.0,2.0,0.335,0.388,0.503,0.891,0.338,0.065,0.07,0.211,0.478,0.311,0.1,0.12
Sebastian Romero,Available,CHW,Dominican Summer League,R,Yes,17.0,,52.0,9.8,3.3,103.7,130.6,29.1,119.5,104.2,248.0,115.0,109.2,110.1,50.1,173.0,48.0,11.0,38.0,54.0,7.0,3.0,0.277,0.391,0.538,0.929,0.363,0.087,0.295,0.191,0.318,0.491,0.167,0.204
Ramon Landaeta,Available,ATH,Arizona Complex League,CPX,No,20.0,,30.0,7.1,3.3,98.0,102.4,38.3,75.4,142.1,203.9,109.0,109.2,120.2,17.6,98.0,31.0,5.0,18.0,21.0,0.0,2.0,0.316,0.372,0.551,0.923,0.448,0.088,0.345,0.286,0.411,0.304,0.059,0.294
Michael Trautwein,Available,CIN,Southern League,AA,Yes,26.0,,15.0,6.7,3.0,91.0,97.0,75.7,108.8,125.7,219.9,103.0,109.2,120.4,5.5,45.0,9.0,2.0,14.0,6.0,2.0,0.0,0.2,0.39,0.333,0.723,0.318,0.183,0.35,0.292,0.458,0.25,0.0,0.333
Josh Springer,Available,TEX,Carolina League,A,Yes,20.0,,52.0,6.4,3.5,101.4,92.5,360.9,70.5,106.2,15.1,103.0,109.2,118.6,56.6,180.0,52.0,1.0,23.0,22.0,5.0,1.0,0.289,0.372,0.35,0.722,0.3,0.086,0.053,0.25,0.417,0.333,0.268,0.018
Israel Alvarez,Available,CLE,Dominican Summer League,R,Yes,18.0,,43.0,8.7,3.3,97.9,116.6,105.7,134.9,144.0,28.0,89.0,109.2,111.9,44.4,142.0,41.0,1.0,33.0,26.0,12.0,4.0,0.289,0.36,0.437,0.797,0.32,0.093,0.111,0.264,0.38,0.355,0.349,0.023
Caden Ferraro,Available,STL,Midwest League,A+,Yes,21.0,,21.0,5.9,3.5,105.0,80.3,88.1,71.0,135.4,123.8,80.0,109.2,116.0,16.1,74.0,16.0,3.0,8.0,12.0,0.0,1.0,0.216,0.306,0.405,0.711,0.245,0.106,0.224,0.304,0.393,0.304,0.059,0.176
Leandro Briceno,Available,KC,Dominican Summer League,R,Yes,17.0,,42.0,7.4,2.8,103.7,98.7,82.7,104.2,146.2,51.1,79.0,109.2,112.2,25.5,117.0,26.0,1.0,28.0,17.0,18.0,4.0,0.222,0.377,0.274,0.651,0.287,0.176,0.209,0.268,0.439,0.293,0.208,0.042
Jose Silva,Available,CHC,Arizona Complex League,CPX,No,19.0,,24.0,9.3,2.5,103.2,134.3,118.2,158.9,101.8,92.2,170.0,109.1,104.8,14.6,59.0,19.0,2.0,18.0,10.0,11.0,1.0,0.322,0.5,0.61,1.11,0.447,0.195,0.244,0.205,0.41,0.385,0.0,0.133
Michael Dattalo,Available,STL,Florida State League,A,No,22.0,,31.0,8.8,3.7,95.2,126.6,268.1,67.2,117.9,44.1,157.0,109.1,123.2,16.5,114.0,42.0,1.0,15.0,21.0,3.0,0.0,0.368,0.463,0.474,0.937,0.41,0.132,0.103,0.278,0.557,0.165,0.188,0.063
Sam Shaw,Available,TOR,Northwest League,A+,Yes,21.0,,21.0,11.5,3.4,106.8,161.5,186.4,94.9,77.0,167.6,153.0,109.1,111.3,21.2,71.0,17.0,6.0,17.0,22.0,3.0,0.0,0.239,0.427,0.535,0.962,0.244,0.25,0.219,0.176,0.353,0.471,0.208,0.25
Juan Villavicencio,Available,PHI,Florida State League,A,No,21.0,,70.0,9.5,3.8,99.7,137.1,91.5,152.5,101.8,159.7,133.0,109.1,108.1,54.1,265.0,79.0,13.0,55.0,39.0,20.0,3.0,0.298,0.383,0.54,0.922,0.363,0.122,0.234,0.24,0.464,0.297,0.175,0.228
Danny Serretti,Available,ARI,Pacific Coast League,AAA,Yes,26.0,,35.0,7.1,3.3,103.0,93.5,101.1,69.7,132.9,131.1,128.0,109.1,117.3,26.0,117.0,37.0,5.0,19.0,16.0,1.0,1.0,0.316,0.421,0.513,0.934,0.395,0.149,0.227,0.333,0.345,0.321,0.185,0.185
Kamuel Villar,Available,COL,Arizona Complex League,CPX,Yes,18.0,,56.0,8.7,3.2,108.9,125.5,148.6,118.0,112.8,33.3,123.0,109.1,106.5,43.0,177.0,52.0,2.0,45.0,39.0,5.0,1.0,0.294,0.434,0.446,0.881,0.382,0.201,0.21,0.227,0.445,0.328,0.167,0.048
Tate Southisene,Third Degree Burnes (MINORS),ATL,South Atlantic League,A+,No,19.0,,38.0,8.1,3.8,115.6,108.1,119.1,125.8,94.0,77.0,121.0,109.1,100.7,31.7,145.0,37.0,4.0,26.0,16.0,9.0,3.0,0.255,0.379,0.428,0.806,0.327,0.158,0.237,0.219,0.467,0.314,0.121,0.121
Ruben Castillo,Available,NYY,Dominican Summer League,R,Yes,18.0,,23.0,9.9,3.4,97.9,132.3,119.2,96.5,114.6,173.9,119.0,109.1,117.1,21.4,78.0,21.0,3.0,20.0,13.0,9.0,4.0,0.269,0.437,0.449,0.886,0.286,0.126,0.126,0.21,0.452,0.339,0.333,0.143
Xavier Neyens,Hand Foot Mouth Disease Guys (MINORS),HOU,South Atlantic League,A+,Yes,19.0,,35.0,6.9,3.6,115.6,93.2,64.3,56.7,109.0,190.8,105.0,109.1,110.4,19.0,125.0,27.0,6.0,27.0,17.0,3.0,5.0,0.216,0.391,0.416,0.807,0.375,0.217,0.391,0.254,0.407,0.339,0.05,0.3
Jeury Ramirez,Available,CHC,Arizona Complex League,CPX,Yes,18.0,,43.0,8.2,3.0,108.9,117.4,47.4,163.8,111.3,94.3,104.0,109.1,100.0,22.0,129.0,37.0,3.0,33.0,21.0,17.0,1.0,0.287,0.363,0.481,0.844,0.4,0.082,0.288,0.224,0.518,0.259,0.091,0.136
John Gil,Daddy Yankee (MINORS),ATL,South Atlantic League,A+,No,20.0,,95.0,8.9,3.8,109.9,118.9,116.3,124.1,106.5,79.5,100.0,109.1,105.0,93.3,360.0,87.0,12.0,63.0,47.0,43.0,6.0,0.242,0.346,0.378,0.724,0.286,0.13,0.216,0.248,0.396,0.356,0.292,0.125
Manny Almonte,Available,ARI,Dominican Summer League,R,Yes,17.0,,45.0,8.9,3.5,103.7,119.0,40.9,139.4,105.8,197.0,92.0,109.1,107.2,37.8,157.0,40.0,6.0,38.0,24.0,17.0,6.0,0.255,0.372,0.465,0.837,0.34,0.117,0.277,0.194,0.429,0.378,0.243,0.162
Jose Colina,Available,CIN,Dominican Summer League,R,Yes,17.0,,38.0,8.8,3.5,103.7,118.2,81.0,96.5,134.7,104.6,84.0,109.1,113.1,36.1,132.0,34.0,3.0,26.0,23.0,15.0,2.0,0.258,0.369,0.348,0.718,0.31,0.146,0.191,0.247,0.392,0.361,0.171,0.086
Brady Ebel,Cant Park Here (MINORS),MIL,Midwest League,A+,Yes,18.0,,10.0,4.9,3.3,122.5,66.3,96.1,65.5,133.6,0.0,79.0,109.1,104.5,6.0,33.0,5.0,0.0,5.0,3.0,1.0,1.0,0.152,0.364,0.242,0.606,0.25,0.205,0.295,0.3,0.4,0.3,0.0,0.0
Angel Ozuna,Not in Fantrax,NYM,Dominican Summer League,R,Yes,18.0,,20.0,4.9,3.0,97.9,65.5,31.6,91.9,145.6,173.9,65.0,109.1,117.7,7.9,59.0,12.0,1.0,9.0,10.0,1.0,1.0,0.203,0.329,0.322,0.651,0.324,0.129,0.343,0.267,0.5,0.233,0.0,0.143
Charlie Saum,Available,TOR,Eastern League,AA,Yes,22.0,,4.0,2.8,2.2,106.9,44.0,53.9,50.6,217.2,100.0,-28.0,109.1,117.3,1.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.182,0.0,0.182,0.0,0.167,0.417,0.5,0.25,0.25,1.0,0.0
Demetrio Crisantes,Hand Foot Mouth Disease Guys (MINORS),ARI,Northwest League,A+,No,21.0,,4.0,10.5,3.2,106.8,147.2,92.0,2.0,109.3,670.6,196.0,109.0,124.0,1.5,13.0,4.0,2.0,2.0,4.0,0.0,0.0,0.308,0.438,0.769,1.207,0.333,0.188,0.313,0.25,0.5,0.25,0.0,1.0
Max Muncy,Ben the Hen (ACTIVE),OAK,Pacific Coast League,AAA,Yes,23.0,,17.0,10.7,3.9,116.5,140.0,48.9,46.5,90.6,283.5,144.0,109.0,111.1,13.3,66.0,21.0,6.0,16.0,16.0,0.0,0.0,0.318,0.403,0.652,1.054,0.385,0.091,0.286,0.227,0.432,0.341,0.2,0.4
Cole Gabrielson,Available,NYY,Eastern League,AA,No,25.0,,32.0,7.8,3.2,94.1,124.6,98.7,130.5,120.8,152.6,132.0,109.0,114.9,25.9,101.0,28.0,5.0,24.0,13.0,9.0,1.0,0.277,0.378,0.475,0.853,0.333,0.109,0.235,0.278,0.347,0.375,0.074,0.185
Jonathan Linares,Available,LAA,California League,A,Yes,21.0,,44.0,7.2,3.0,100.0,93.8,125.5,97.3,118.9,131.7,125.0,109.0,115.4,27.8,131.0,36.0,5.0,29.0,25.0,2.0,0.0,0.275,0.415,0.458,0.873,0.348,0.158,0.23,0.269,0.419,0.312,0.207,0.172
Will Wilson,Available,SEA,Pacific Coast League,AAA,Yes,27.0,,17.0,6.1,3.0,99.2,79.4,98.7,89.0,136.5,118.4,121.0,109.0,117.1,5.8,51.0,16.0,1.0,8.0,6.0,2.0,0.0,0.314,0.41,0.431,0.841,0.405,0.148,0.23,0.342,0.5,0.158,0.333,0.167
Alex Lodise,Available,ATL,Southern League,AA,Yes,22.0,,18.0,8.2,4.2,107.6,118.7,35.6,92.2,136.1,132.1,120.0,109.0,110.9,14.2,75.0,23.0,3.0,15.0,11.0,1.0,0.0,0.307,0.346,0.493,0.839,0.37,0.037,0.235,0.316,0.421,0.263,0.133,0.2
Angel Cepeda,Available,CHC,Midwest League,A+,Yes,20.0,,68.0,8.7,3.7,110.2,117.5,86.1,105.6,105.5,143.5,119.0,109.0,107.2,51.2,251.0,67.0,11.0,45.0,48.0,12.0,2.0,0.267,0.389,0.442,0.831,0.35,0.144,0.271,0.237,0.444,0.32,0.185,0.204
Jaxson West,Available,TOR,Northwest League,A+,Yes,22.0,,23.0,8.3,3.5,102.0,116.4,224.8,113.1,102.8,33.5,114.0,109.0,111.9,20.3,81.0,25.0,1.0,15.0,13.0,5.0,0.0,0.309,0.402,0.37,0.772,0.348,0.134,0.134,0.235,0.471,0.294,0.35,0.05
Jay Beshears,Available,MIA,Southern League,AA,Yes,24.0,,73.0,7.1,3.2,98.6,102.5,89.1,147.6,118.4,115.6,104.0,109.0,109.4,61.5,236.0,52.0,11.0,48.0,37.0,11.0,0.0,0.22,0.327,0.445,0.772,0.263,0.116,0.254,0.275,0.331,0.394,0.27,0.175
José Rodríguez,Available,MIL,Dominican Summer League,R,Yes,17.0,,54.0,8.6,3.8,103.7,114.7,112.9,114.9,133.6,41.3,91.0,109.0,110.4,59.8,204.0,54.0,2.0,45.0,27.0,15.0,3.0,0.265,0.382,0.343,0.725,0.31,0.146,0.146,0.245,0.399,0.356,0.172,0.034
